dataset,metric,outlier_method,norm,ari_mean,ari_min,ari_max,ari_std,acc_mean,acc_min,acc_max,acc_std,hungarian_acc_mean,hungarian_acc_std,hungarian_acc_min,hungarian_acc_max,silhouette_mean,silhouette_min,silhouette_max,silhouette_std
balance,hamming,none,none,0.0213250419465949,-0.004465960066421,0.1011995874066637,0.0213245734534209,0.5366880000000002,0.4704,0.6416,0.034914665342804,0.434448,0.0316237520860507,0.3792,0.5296,0.0759927787280043,0.0687856257384639,0.1070938369792903,0.0047403126296434
balance,hamming,none,minmax,0.0213250419465949,-0.004465960066421,0.1011995874066637,0.0213245734534209,0.5366880000000002,0.4704,0.6416,0.034914665342804,0.434448,0.0316237520860507,0.3792,0.5296,0.0759927787280043,0.0687856257384639,0.1070938369792903,0.0047403126296434
balance,hamming,none,standard,0.0213250419465949,-0.004465960066421,0.1011995874066637,0.0213245734534209,0.5366880000000002,0.4704,0.6416,0.034914665342804,0.434448,0.0316237520860507,0.3792,0.5296,0.0759927787280043,0.0687856257384639,0.1070938369792903,0.0047403126296434
balance,hamming,none,robust,0.0213250419465949,-0.004465960066421,0.1011995874066637,0.0213245734534209,0.5366880000000002,0.4704,0.6416,0.034914665342804,0.434448,0.0316237520860507,0.3792,0.5296,0.0759927787280043,0.0687856257384639,0.1070938369792903,0.0047403126296434
balance,hamming,zscore,none,0.0213250419465949,-0.004465960066421,0.1011995874066637,0.0213245734534209,0.5366880000000002,0.4704,0.6416,0.034914665342804,0.434448,0.0316237520860507,0.3792,0.5296,0.0759927787280043,0.0687856257384639,0.1070938369792903,0.0047403126296434
balance,hamming,zscore,minmax,0.0213250419465949,-0.004465960066421,0.1011995874066637,0.0213245734534209,0.5366880000000002,0.4704,0.6416,0.034914665342804,0.434448,0.0316237520860507,0.3792,0.5296,0.0759927787280043,0.0687856257384639,0.1070938369792903,0.0047403126296434
balance,hamming,zscore,standard,0.0213250419465949,-0.004465960066421,0.1011995874066637,0.0213245734534209,0.5366880000000002,0.4704,0.6416,0.034914665342804,0.434448,0.0316237520860507,0.3792,0.5296,0.0759927787280043,0.0687856257384639,0.1070938369792903,0.0047403126296434
balance,hamming,zscore,robust,0.0213250419465949,-0.004465960066421,0.1011995874066637,0.0213245734534209,0.5366880000000002,0.4704,0.6416,0.034914665342804,0.434448,0.0316237520860507,0.3792,0.5296,0.0759927787280043,0.0687856257384639,0.1070938369792903,0.0047403126296434
balance,hamming,zscore_2.5,none,0.0213250419465949,-0.004465960066421,0.1011995874066637,0.0213245734534209,0.5366880000000002,0.4704,0.6416,0.034914665342804,0.434448,0.0316237520860507,0.3792,0.5296,0.0759927787280043,0.0687856257384639,0.1070938369792903,0.0047403126296434
balance,hamming,zscore_2.5,minmax,0.0213250419465949,-0.004465960066421,0.1011995874066637,0.0213245734534209,0.5366880000000002,0.4704,0.6416,0.034914665342804,0.434448,0.0316237520860507,0.3792,0.5296,0.0759927787280043,0.0687856257384639,0.1070938369792903,0.0047403126296434
balance,hamming,zscore_2.5,standard,0.0213250419465949,-0.004465960066421,0.1011995874066637,0.0213245734534209,0.5366880000000002,0.4704,0.6416,0.034914665342804,0.434448,0.0316237520860507,0.3792,0.5296,0.0759927787280043,0.0687856257384639,0.1070938369792903,0.0047403126296434
balance,hamming,zscore_2.5,robust,0.0213250419465949,-0.004465960066421,0.1011995874066637,0.0213245734534209,0.5366880000000002,0.4704,0.6416,0.034914665342804,0.434448,0.0316237520860507,0.3792,0.5296,0.0759927787280043,0.0687856257384639,0.1070938369792903,0.0047403126296434
balance,hamming,zscore_3.5,none,0.0213250419465949,-0.004465960066421,0.1011995874066637,0.0213245734534209,0.5366880000000002,0.4704,0.6416,0.034914665342804,0.434448,0.0316237520860507,0.3792,0.5296,0.0759927787280043,0.0687856257384639,0.1070938369792903,0.0047403126296434
balance,hamming,zscore_3.5,minmax,0.0213250419465949,-0.004465960066421,0.1011995874066637,0.0213245734534209,0.5366880000000002,0.4704,0.6416,0.034914665342804,0.434448,0.0316237520860507,0.3792,0.5296,0.0759927787280043,0.0687856257384639,0.1070938369792903,0.0047403126296434
balance,hamming,zscore_3.5,standard,0.0213250419465949,-0.004465960066421,0.1011995874066637,0.0213245734534209,0.5366880000000002,0.4704,0.6416,0.034914665342804,0.434448,0.0316237520860507,0.3792,0.5296,0.0759927787280043,0.0687856257384639,0.1070938369792903,0.0047403126296434
balance,hamming,zscore_3.5,robust,0.0213250419465949,-0.004465960066421,0.1011995874066637,0.0213245734534209,0.5366880000000002,0.4704,0.6416,0.034914665342804,0.434448,0.0316237520860507,0.3792,0.5296,0.0759927787280043,0.0687856257384639,0.1070938369792903,0.0047403126296434
balance,hamming,iqr,none,0.0213250419465949,-0.004465960066421,0.1011995874066637,0.0213245734534209,0.5366880000000002,0.4704,0.6416,0.034914665342804,0.434448,0.0316237520860507,0.3792,0.5296,0.0759927787280043,0.0687856257384639,0.1070938369792903,0.0047403126296434
balance,hamming,iqr,minmax,0.0213250419465949,-0.004465960066421,0.1011995874066637,0.0213245734534209,0.5366880000000002,0.4704,0.6416,0.034914665342804,0.434448,0.0316237520860507,0.3792,0.5296,0.0759927787280043,0.0687856257384639,0.1070938369792903,0.0047403126296434
balance,hamming,iqr,standard,0.0213250419465949,-0.004465960066421,0.1011995874066637,0.0213245734534209,0.5366880000000002,0.4704,0.6416,0.034914665342804,0.434448,0.0316237520860507,0.3792,0.5296,0.0759927787280043,0.0687856257384639,0.1070938369792903,0.0047403126296434
balance,hamming,iqr,robust,0.0213250419465949,-0.004465960066421,0.1011995874066637,0.0213245734534209,0.5366880000000002,0.4704,0.6416,0.034914665342804,0.434448,0.0316237520860507,0.3792,0.5296,0.0759927787280043,0.0687856257384639,0.1070938369792903,0.0047403126296434
balance,hamming,iqr_1.2,none,0.0213250419465949,-0.004465960066421,0.1011995874066637,0.0213245734534209,0.5366880000000002,0.4704,0.6416,0.034914665342804,0.434448,0.0316237520860507,0.3792,0.5296,0.0759927787280043,0.0687856257384639,0.1070938369792903,0.0047403126296434
balance,hamming,iqr_1.2,minmax,0.0213250419465949,-0.004465960066421,0.1011995874066637,0.0213245734534209,0.5366880000000002,0.4704,0.6416,0.034914665342804,0.434448,0.0316237520860507,0.3792,0.5296,0.0759927787280043,0.0687856257384639,0.1070938369792903,0.0047403126296434
balance,hamming,iqr_1.2,standard,0.0213250419465949,-0.004465960066421,0.1011995874066637,0.0213245734534209,0.5366880000000002,0.4704,0.6416,0.034914665342804,0.434448,0.0316237520860507,0.3792,0.5296,0.0759927787280043,0.0687856257384639,0.1070938369792903,0.0047403126296434
balance,hamming,iqr_1.2,robust,0.0213250419465949,-0.004465960066421,0.1011995874066637,0.0213245734534209,0.5366880000000002,0.4704,0.6416,0.034914665342804,0.434448,0.0316237520860507,0.3792,0.5296,0.0759927787280043,0.0687856257384639,0.1070938369792903,0.0047403126296434
balance,hamming,iqr_1.8,none,0.0213250419465949,-0.004465960066421,0.1011995874066637,0.0213245734534209,0.5366880000000002,0.4704,0.6416,0.034914665342804,0.434448,0.0316237520860507,0.3792,0.5296,0.0759927787280043,0.0687856257384639,0.1070938369792903,0.0047403126296434
balance,hamming,iqr_1.8,minmax,0.0213250419465949,-0.004465960066421,0.1011995874066637,0.0213245734534209,0.5366880000000002,0.4704,0.6416,0.034914665342804,0.434448,0.0316237520860507,0.3792,0.5296,0.0759927787280043,0.0687856257384639,0.1070938369792903,0.0047403126296434
balance,hamming,iqr_1.8,standard,0.0213250419465949,-0.004465960066421,0.1011995874066637,0.0213245734534209,0.5366880000000002,0.4704,0.6416,0.034914665342804,0.434448,0.0316237520860507,0.3792,0.5296,0.0759927787280043,0.0687856257384639,0.1070938369792903,0.0047403126296434
balance,hamming,iqr_1.8,robust,0.0213250419465949,-0.004465960066421,0.1011995874066637,0.0213245734534209,0.5366880000000002,0.4704,0.6416,0.034914665342804,0.434448,0.0316237520860507,0.3792,0.5296,0.0759927787280043,0.0687856257384639,0.1070938369792903,0.0047403126296434
balance,hamming,zscore_robust,none,0.0213250419465949,-0.004465960066421,0.1011995874066637,0.0213245734534209,0.5366880000000002,0.4704,0.6416,0.034914665342804,0.434448,0.0316237520860507,0.3792,0.5296,0.0759927787280043,0.0687856257384639,0.1070938369792903,0.0047403126296434
balance,hamming,zscore_robust,minmax,0.0213250419465949,-0.004465960066421,0.1011995874066637,0.0213245734534209,0.5366880000000002,0.4704,0.6416,0.034914665342804,0.434448,0.0316237520860507,0.3792,0.5296,0.0759927787280043,0.0687856257384639,0.1070938369792903,0.0047403126296434
balance,hamming,zscore_robust,standard,0.0213250419465949,-0.004465960066421,0.1011995874066637,0.0213245734534209,0.5366880000000002,0.4704,0.6416,0.034914665342804,0.434448,0.0316237520860507,0.3792,0.5296,0.0759927787280043,0.0687856257384639,0.1070938369792903,0.0047403126296434
balance,hamming,zscore_robust,robust,0.0213250419465949,-0.004465960066421,0.1011995874066637,0.0213245734534209,0.5366880000000002,0.4704,0.6416,0.034914665342804,0.434448,0.0316237520860507,0.3792,0.5296,0.0759927787280043,0.0687856257384639,0.1070938369792903,0.0047403126296434
balance,hamming,zscore_robust_2.5,none,0.0213250419465949,-0.004465960066421,0.1011995874066637,0.0213245734534209,0.5366880000000002,0.4704,0.6416,0.034914665342804,0.434448,0.0316237520860507,0.3792,0.5296,0.0759927787280043,0.0687856257384639,0.1070938369792903,0.0047403126296434
balance,hamming,zscore_robust_2.5,minmax,0.0213250419465949,-0.004465960066421,0.1011995874066637,0.0213245734534209,0.5366880000000002,0.4704,0.6416,0.034914665342804,0.434448,0.0316237520860507,0.3792,0.5296,0.0759927787280043,0.0687856257384639,0.1070938369792903,0.0047403126296434
balance,hamming,zscore_robust_2.5,standard,0.0213250419465949,-0.004465960066421,0.1011995874066637,0.0213245734534209,0.5366880000000002,0.4704,0.6416,0.034914665342804,0.434448,0.0316237520860507,0.3792,0.5296,0.0759927787280043,0.0687856257384639,0.1070938369792903,0.0047403126296434
balance,hamming,zscore_robust_2.5,robust,0.0213250419465949,-0.004465960066421,0.1011995874066637,0.0213245734534209,0.5366880000000002,0.4704,0.6416,0.034914665342804,0.434448,0.0316237520860507,0.3792,0.5296,0.0759927787280043,0.0687856257384639,0.1070938369792903,0.0047403126296434
balance,hamming,zscore_robust_3.5,none,0.0213250419465949,-0.004465960066421,0.1011995874066637,0.0213245734534209,0.5366880000000002,0.4704,0.6416,0.034914665342804,0.434448,0.0316237520860507,0.3792,0.5296,0.0759927787280043,0.0687856257384639,0.1070938369792903,0.0047403126296434
balance,hamming,zscore_robust_3.5,minmax,0.0213250419465949,-0.004465960066421,0.1011995874066637,0.0213245734534209,0.5366880000000002,0.4704,0.6416,0.034914665342804,0.434448,0.0316237520860507,0.3792,0.5296,0.0759927787280043,0.0687856257384639,0.1070938369792903,0.0047403126296434
